index	premise	hypothesis	gold_label	number of correct responses (out of 100)
7049	The Ile Saint-Louis is an enchanted self-contained island of gracious living, long popular with the more affluent gentry and celebrities of Paris.	The Ile Saint-Louis is disliked by some citizens of Paris.	neutral	72
7050	Don't you know?	You know.	contradiction	68
7051	Technological advances generally come in waves that crest and eventually subside.	Advances in electronics come in waves.	entailment	1
7052	'But if White has any designs at all on living, he'll be as far from Little as he can possibly get by now.'	White is standing right next to them.	contradiction	92
7053	Her eyes flashed continually from one window to the other.	She was looking intently at the one window in front of her.	contradiction	15
7054	Critics complain that John Frankenheimer's miniseries about the Alabama governor and presidential candidate plays fast and loose with history.	Critics believe the miniseries about the Alabama governor was an accurate depiction. 	contradiction	100
7055	Answer? said Julius.	Julius already knew the answer.	contradiction	100
7056	The importer pays duties that are required by law	Imported goods have duties	entailment	100
7057	made by the FCIC based on such comments are discussed in the preambles to the final rules.	There is no preamble to the end rules. 	contradiction	100
7058	Some 72,000 volcano-zone residents were evacuated at great cost to the French government.	Around 72,000 residents were evacuated from the volcano-zone.	entailment	100
7059	Oh, my friend, have I not said to you all along that I have no proofs. 	I told you from the start that I had no evidence.	entailment	82
7060	oh i believe that uh mine would say the same uh but uh i seem too rely on them too much	Oh no way, I do not believe that and you can be sure mine would say the opposite. 	contradiction	100
7061	The Balanced Scorecard Institute is a web clearinghouse for managers to exchange information, ideas, and lessons learned in building strategic management systems using the balanced scorecard approach.	Building strategic management systems requires specialist training and years of experience.	neutral	100
7062	4 million homes watch the evening news on CBS, ABC, and NBC.	CBS, ABC and NBC are the leaders in news. 	neutral	100
7063	By contrast, their grandson, who assumed the throne in 1516, was born in Flanders in 1500, and Charles I could barely express himself in Spanish.	Their grandson was born in Barcelona, and Charles I spoke beautiful Spanish.	contradiction	100
7064	'You should do the fixing.'	You should try to fix this.	entailment	100
7065	Barney Frank, D-Mass., will log some of the best sound bites, while Rep.	Barney Frank won't have any good quotes.	contradiction	97
7066	Around the year 1400, fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka.	No one wanted Singapore.	contradiction	99
7067	well the floor was uneven you know	the floor was perfectly smooth and flat	contradiction	100
7068	Under Deng Xiaoping, Beijing actively sought to cultivate a good bilateral relationship.	Beijing sought to create a good distance.	contradiction	100
7069	Part of the original design, they were destroyed by Emperor Aurangzeb, who refused images susceptible to idolatry.	All of the original design has been destroyed by Emperor Aurangzeb.	contradiction	100
7070	But, Slate protests, it was [Gates'] byline that appeared on the cover.	Slate was one hundred percent positive it was Gates' byline on the cover.	neutral	0
7071	couple of years ago i was thinking about moving to Massachusetts but uh boy i'm glad i didn't	I'm glad that I didn't move to Massachusetts.	entailment	100
7072	And there was me.	I was also there, although I wasn't very noticeable, as usual.	neutral	100
7073	The interim rule was reviewed by INS and EOIR under Executive Order	INS and EOIR found some errors in the rule.	neutral	100
7074	On the other side of the peninsula, off the tourist track in the peninsula's  heel,  are the curiously romantic landscapes of Puglia, from its centuries-old trulli constructions to the medieval fortresses of the German emperors.	Puglia has beautiful landscapes.	entailment	100
7075	Each working group met several times to develop recommendations for changes to the legal services delivery system.	Each working met more than once to discuss changes to the legal services delivery system.	entailment	100
7076	Lalley also is enthused about other bar efforts on behalf of the poor, most notably the Legal Assistance Center will operate out of the new courthouse.	Lalley is enthusiastic about the bar's initiative to help the poor.	entailment	100
7077	And he claimed she earned $11,000 a month - or $132,000 a year - from a home quilting business she had owned for 22 years.	He said she had a business that she started 10 years ago.	contradiction	89
7078	From 1998 through 2000, the federal government achieved surpluses, shifting from being a drain on net national saving to become a contributor to it.	Irresponsible spending led the government deeper into debt by the late 1990s.	contradiction	25
7079	i have been and uh some of the boy scouts have been up in there they have got some great hiking trails and camping areas up in there	Boy scouts always know the best place to camp and hike. 	neutral	100
7080	Last year, they were spooked.	They were frightened last year. 	entailment	100
7081	NHTSA concluded that while section 330 superseded the section 32902 criteria, it did not supersede the section 32902 mandate that there be CAFE standards for model year 1998.	NHTSA concluded that section 330 did not supersede the section 32902 mandate that there be CAFE standards for model year 1998. 	contradiction	0
7082	No. I guess I'm going too.	I guess I'm going since my sister is.	neutral	100
7083	There always will be a need for an attorney to do general law.	There is not much need for attorney's to practice law.	contradiction	100
7084	Similar conclusions have been reached by state legal needs' studies in a dozen states including Florida, Georgia, Hawaii, Illinois, Indiana, Kentucky, Maryland, Massachusetts, Missouri, Nevada, New York, and Virginia, using a variety of methodologies for estimating the unmet legal needs of the poor.	 Similar conclusions have been reached by state legal needs' studies 	entailment	100
7085	Around the corner is the huge, domed, Neo-Classical Panth??on.	The Pantheon is from the Classical era.	contradiction	7
7086	okay i guess we're on	From your tone of voice, I could only assume that you want to go through with this, right?	neutral	100
7087	yeah i it just totally ridiculous i mean the Israeli's could have fixed the whole problem years ago if they just sent sent their guys in there and killed Saddam	They Israelis didn't do it because they knew they could save money getting the States to do it.	neutral	51
7088	All the steps of data reduction and coding are described, along with the basis for transformations in these steps.	There were 12 steps in the data reduction.	neutral	100
7089	Participation in the rulemaking process requires (1) the public to be aware of opportunities to participate and (2) systems that will allow agencies to receive comments in an efficient and effective manner.	The public need not be made aware of any opportunities for rulemaking processes.	contradiction	100
7090	But it just might be because he's afraid he'll lose his No.	He might be afraid he'll lose his No.	entailment	100
7091	Blair has just published a volume of speeches and articles titled New Britain : My	It took Blair two years to conduct the research for these speeches.	neutral	100
7092	It is perfectly feasible to spend a fortnight in Eilat, exploring the Red Sea, lying on the beaches, journeying into the Negev Desert and never see a religious building or an archaeological site.	While staying in Eliat, one can explore the red sea, or journey into the Negev Desert.	entailment	100
7093	Blair has just published a volume of speeches and articles titled New Britain : My	Blair has never published anything before.	contradiction	100
7094	oh you went to the dollar movie yeah yeah they show up at the dollar movie right after they get come out you know they're usually not not that great or didn't do that great anyway let me see let me see another movie i watched uh i want to see is uh that new one uh	they are shown at the dollar movie theater immediately after they're released	entailment	97
7095	China could never trump the warhead blizzard Washington would send in retaliation against any atomic attack, though the country would be loath to cede to U.S. missile defenses the deterrence afforded by its handfuls of warheads.	China will likely never shoot a warhead at the United States because they don't have as many.	neutral	83
7096	San'doro didn't make it sound hypothetical, thought Jon.	San'doro didn't sound like he was still thinking about that, thought Jon.	neutral	2
7097	Tuppence frowned.	Tuppence beamed with delight. 	contradiction	100
7098	Never mind that the movie had been out for months and that a Best Supporting Actor Oscar nomination had already been awarded for the portrayal of the female character.	the actors exploded	contradiction	84
7099	Perhaps San'doro's views had grown into him.	San'doro had not impacted him at all.	contradiction	100
7100	yeah that's probably a  a little bit under what it is for this time of year i i think i haven't seen the weather the news the weather on the news in the evening lately but i think the average high would be it should be about seventy	All I do is watch the weather channel and I'm totally up to date on it.	contradiction	100
7101	There's nobody telling that landlord to fix the property, Simmons said. 	The property suffered from a leaking roof and substandard plumbing.	neutral	100
7102	But you might as well see for yourself if you don't believe me. The note, in Tuppence's well-known schoolboy writing, ran as follows: "DEAR JULIUS, "It's always better to have things in black and white.	You won't be convinced even if you look at this, if you don't believe me.	contradiction	83
7103	I've got it down in my notes if you want to see them." She extended the woven cords.	She found it impossible to share her notes with anyone.	contradiction	100
7104	The FCC will publish a notice in the Federal Register when such approval is granted.	After approval is granted, the FCC will publish a notice in the Federal Register.	entailment	93
7105	32 Under the RSA proposal, a worker between the ages of 25 and 60 with family earnings of at least $5,000 could contribute up to $1,000 annually through either an employer-sponsored saving plan or a tax-deferred individual account.	The RSA proposes employer-sponsored savings plans.	entailment	100
7106	It is not a surprise, either, that Al Pacino chews the scenery in Devil's Advocate . And the idea that if the devil showed up on Earth he'd be running a New York corporate-law firm is also, to say the least, pre-chewed.	The fact that the devil would work in law is extremely cliche.	entailment	27
7107	Hong Kong has long been China's handiest window on the West, and the city is unrivaled in its commercial know-how and managerial expertise.	Hong Kong doesn't have capable people.	contradiction	94
7108	Though he abstains from showbizzy campaigning, he markets his virtue and exploits his legend.	He is capable to market his virtue, exploiting his legend, but fans are starting to get tired of it.	neutral	100
7109	No one would ever think of sentiment in connection with you.	Everyone would expect sentiment when connecting with you.	contradiction	100
7110	Four or five from the town rode past, routed by their diminished numbers and the fury of the Kal and Thorn.	Kal and Thorn were very relaxed.	contradiction	100
7111	In this case, shareholders can pay twice for the sins of others.	shareholders can't pay twice for the sins of others.	contradiction	100
7112	Madam Regent attended church and the mission schools (which you can still visit in Honolulu) and burned images of the old Hawaiian gods, while Kamehameha II entertained lavishly in the company of his wives.	Madam Regent had attended mission schools in Hawaii.	entailment	100
7113	An ancient Greek trading post, the town manages to combine the atmosphere of a resort with a gutsy, bustling city life.	The town is known for being quiet and peaceful, free of hustle and bustle.	contradiction	100
7114	It's just the beginning!"	This is the ending!	contradiction	100
7115	yeah well Rochester's like right on the shores isn't it	Rochester is right on the shores of the great lakes.	neutral	100
7116	God i'm envious	God, I'm glad I don't have that.	contradiction	100
7117	yeah that's probably a  a little bit under what it is for this time of year i i think i haven't seen the weather the news the weather on the news in the evening lately but i think the average high would be it should be about seventy	I have not viewed the weather lately on the evening news.	entailment	100
7118	We've been a couple of mutts, who've bitten off a bigger bit than they can chew.	We are like dogs in many ways. 	neutral	91
7119	defiantly if you live in an apartment right	Unless you live in a house.	neutral	0
7120	kind of like for the same reasons as you i just the care that goes into them and you know if i you know decide to take off for a week or so	Just like you , I'm invested in what goes into them even if you are not there for the next week or even the next year. 	neutral	100
7121	He needs to keep his finger on the pulse to succeed during the short tourist season.	The tourism season is so long that he will be successful eventually.	contradiction	88
7122	Recently I met a guy at a party over at San Barenakedino's.'	On sSaturday night, I met a guy at the club at San Barenakedino's. 	neutral	100
7123	The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.	The festival showcases exhibitions from all seven continents. 	neutral	100
7124	At the far end of David Street, Temple Mount is one of the world's most sacred spots to three major religions.	Christianity and Islam are the two religions who revere the Temple the most.	neutral	100
7125	He works himself into a fake froth; does some calculated, halfhearted gonzo writing; then collects a fat check.	He doesn't collect a big check in exchange for working himself into a fake froth.	contradiction	100
7126	I was pulled into the bar.	I was dragged through the door of the pub.	entailment	44
7127	and i look back on that and i bought shoes i went shopping i did not need that money i did not need it i didn't need it i shouldn't have even qualified to get it i didn't need it and it would have been a little rough i might have eaten some bologna instead of roast beef out of the deli but i did not need it and as i look back now now we're paying that back i told my son if you have to live in the ghetto to go to college do it but don't take out ten thousand dollars in loans don't do it and i don't i hope don't think he'll have to do that but i just so like we might if we didn't have those loans we could have saved in the last five years the money for that and i believe we would have because God's really put it in our heart not to get in debt you know but we have friends at church that do this on a constant basis that are totally debt free and they pay cash for everything they buy	I am envious of all my debt-free churchgoing friends.	neutral	54
7128	The living is not equal to the Ritz, he observed with a sigh.	The living cannot be compared to the Ritz, he noted sadly.	entailment	100
7129	oh yeah well i play softball a couple of times a year it's they're getting ready to start up the the season again	They play softball a couple of times per year	entailment	100
7130	uh wasn't that Jane Eyre no he wrote Jane Eyre too	He did not write Jane Eyre or any other book.	contradiction	100
7131	Up here, gazing out at strikingly lush mountains, you may find yourself higher than the clouds, which adds to the extraordinarily eerie atmosphere of the place.	You might be above the cloud line here, the atmosphere is eerie and you can see the mountains.	entailment	100
7132	OMB issued the guidance in Memorandum M0010, dated April 25, 2000.	Memorandum M0010 details fiscal checks.	neutral	100
7133	But for some recipients, there is a downside to the checks from Anthem Inc., issued to policyholders as part of the insurer's conversion to a publicly traded company.	Anthem inc has crazy fees on their checks	neutral	99
7134	i think that yeah i think and i i think that's real important	"I think that it's not something we should be bothered with."	contradiction	100
7135	eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.	There are rules that would apply if a state does not enforce the statutory requirements.	entailment	100
7136	and they're fairly close to the water aren't they i mean they're right on the late	They are on the waterside aren't they.	entailment	100
7137	As a result of these procedures, the Department estimates an annual net savings of $545 million.	An annual net savings of $900 million has been estimated by the Department.	contradiction	100
7138	well we bought this with credit too  well we found it with a clearance uh down in Memphis i guess and uh	We bought items in Memphis using cash. 	contradiction	90
7139	The building will also house two smaller volunteer-based programs, the Multi-Cultural Law Center and the Senior Lawyer Volunteer Project.	In order to save on expenses these two entities will share the space.	neutral	100
7140	Two of them saw Thorn coming.	Thorn was seen coming by two of them.	entailment	100
7141	You can also view a Roman Nileometer carved in the rock which measured the height of the river and helped the ancient priests to time the announcement of the Nile flood that initiated a movement of workers from the fields to community projects such as temple building.	There is no method for measuring the height of the river.	contradiction	100
7142	The setting--wherever it might be--always seems authentic, not as if it were a Hollywood back lot.	They had trouble believing the setting was based on a real place.	contradiction	69
7143	Lifetime Extension of SCR De-NOx Catalysts Using SCR-Tech's High Efficiency Ultrasonic Regeneration Process	There is a lifetime extension of SCR De-NOx catalysts.	entailment	100
7144	I don't know all the answers, fella.	I'm not sure about anything.	neutral	15
7145	Every August young women convene to light joss sticks and some even climb the nine-meter (30-ft) rock to pray for good husbands.	Women do not light joss sticks nor do the climb the rock to pray.  	contradiction	100
7146	Despite protests by preservationists, there was little alternative.	There wasn't much of an alternative despite the cries of the preservationalists.	entailment	100
7147	His failure will endure.	The man did not try hard enough.	neutral	98
7148	But in 1799 doom was signaled for the cane monopoly with the appearance of the cheaper sugar beet.	Sugar beets became the prime plant and cane began to decline in 1799.	entailment	8
7149	oh that's not really important the the other stuff is just you know window dressing because we we've never ordered anything fact the the van that we've got we bought uh from an estate it was an estate trade uh it was almost brand new the the gentlemen who owned it had died	Our van was obtained through an estate trade after its owner had died.	entailment	100
7150	They even smiled at Susan and she smiled back.	They smiled at Susan to warn her of the incoming attackers.	neutral	100
7151	Don't miss the open-air market close by the wharves.	The open-air market near the wharves can't be missed.	entailment	98
7152	From here, many HIV researchers are putting their hopes on combining drug treatments with strategies that boost the immune system.	HIV researches don't think there's any hope for curing the disease. 	contradiction	100
7153	Kentucky officials say there is a virtual epidemic of abusive relationships in the state.	Kentucky has the highest rate of domestic abuse.	neutral	100
7154	Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M.	the Wall Street Journal has also drubbed others	neutral	100
7155	6 cents are used for domestic investment.	30 cents are used to invest domestically.	contradiction	100
7156	If anyone has a good idea about how to bring back the opinion leaders of yore, I am all for it.	Someone is looking for ideas to bring back apartheid. 	contradiction	19
7157	The FCC has created two tiers of small business for this service with the approval of the SBA.	Small business are expecting to benefit tremendously from this service.	neutral	100
7158	Vatican II gave rise to a less hierarchical and more outward-looking Catholicism and set the stage for once-unthinkable innovations like plainclothes nuns and the celebration of the Mass in English and other modern languages.	After the Vatican II, Catholicism became less insular in its focus.	entailment	97
7159	To accommodate these fluctuations and use resources evenly, it would seem reasonable to offer two tiers of  rapid and deferred, with air transportation being used for the rapid product.	air transportation is cited as a viable option for the rapid product option.	entailment	100
7160	The museum is open from 9am to 1pm and 2 to 5pm Monday to Friday (with audio-visual shows in the afternoon), and on Saturday mornings.	The museum is not open on Sunday, either in the morning or the afternoon.	entailment	27
7161	Even after we hire good people, we need to take steps to retain them.	Once the hire has already been done, there's no need to do anything different to retain employees.	contradiction	100
7162	Continue along the Quai Saint-Nicolas to the Mus??e Alsacien at num?­ber 23, a group of 16th- and 17th-century houses appropriate to the colorful collections of Alsatian folklore.	The houses in the 16th century were quite colorful.	neutral	98
7163	He said the Web site will help bridge the digital divide that keeps the poor from using the Internet as a resource.	This website looks to remove an obstacle that poor people face regarding the internet. 	entailment	100
7164	(Cohen 1999) Although many observers would view this as an extreme step it could reduce costs and allow increased efficiencies.	Observers thing lowering efficiencies and highering costs is great	contradiction	97
7165	that's uh only way to do it	There is no other way to do it.	entailment	100
7166	Although claims data provide the most accurate information about health care use, ensuring adequate follow-up for purposes of obtaining information from patient self-report is important because many people do not report alcohol-related events to insurance compa-nies.	The insurance companies want to reduce medical payments by following-up to ensure patient was sober at the time of incident and intoxication may lead to a claim denial on reimbursement for medical expenses. 	neutral	100
7167	it can't last seven years but it can last five IBM says let's throw it away Leading Edge will say we'll buy it from you	It is not going to be able to last seven years.	entailment	100
7168	yes i i always turn on the TV set and it seems like i catch that program in the last five minutes and	I often find myself catching only the last five minutes of that program.	entailment	91
7169	It was replaced in 1910 by the famous old pontoon bridge with its seafood restaurants, which served until the present bridge was opened in 1992.	The famous old pontoon bridge was erected in 1920.	contradiction	100
7170	Nabatean trading town on the route from Gaza to Petra .	The Nabatean trading town is off route between Gaza and Petra.	contradiction	100
7171	i think yeah and it's a just a nice escape and you know it's something to laugh at and enjoy	I think it's an escape that can be enjoyed.	entailment	100
7172	a 808(2) only applies if the agency finds with good cause that notice and public procedure thereon are impracticable, unnecessary, or contrary to the public interest.	An 808(2) is always applicable to public procedure.	contradiction	100
7173	After the recovery of Jerusalem in 1099, it took four hundred years of sieges and battles, treaties, betrayals, and yet more battles, before Christian kings and warlords succeeded in subduing the Moors.	The Moors were African tradesmen, sailors and educators.	neutral	88
7174	Also downtown is the Flower Market, on Wall and 8th streets; fresh-cut flowers and a variety of plants can be had for bargain prices, but the best selections are found before dawn.	There's no market on Wall and 8th streets.	contradiction	100
7175	She has exchanged a hollow life for a heightened life, and has tried to comprehend all its turns, get its possibilities.	She has chose to live a heightened life.	entailment	51
7176	However, the other young lady was most kind. 	She wanted to make up for my disappointment at the turn of events.	neutral	100
7177	Said we was a-staying at the inn.	He was staying at the inn.	entailment	96
7178	Click here for Finkelstein's explanation of why this logic is expedient.	Select this option for Finkelstein's understanding of why this logic is expedient.	entailment	98
7179	I feel, though, that I should like to point out to you once more the risks you are running, especially if you pursue the course you indicate.	The risks in the situation outweigh the rewards in my opinion.	neutral	100
7180	OMB has approved the information collection contained on the Form ADV and has	The information collection was approved by the OMB.	entailment	100
7181	Recently I met a guy at a party over at San Barenakedino's.'	I met a guy at a party that I went to. 	entailment	59
7182	In keeping with other early Buddhist tenets, there is no figurative representation of Buddha here, However, there is a large gilded statue from a later period inside, and behind the temple are the spreading branches and trunks of the sacred Bodhi Tree, which is said to have grown from a sapling of the first one that stood here 2,500 years ago.	There are several figurative representations of Buddha located there.	contradiction	100
7183	A more unusual dish is azure, a kind of sweet porridge made with cereals, nuts, and fruit sprinkled with rosewater.	Azure is the name of a coffee.	contradiction	100
7184	Watch for Pagla Jhora, the Mad Torrent, just after Gladstone's Rock (shaped like the statesman's head).	Gladstone's rock is easy to see from the Mad Torrent.  	neutral	100
7185	Even as more people are accumulating balances through employer-sponsored 401(k) saving plans and individual retirement accounts, personal saving-which does not reflect gains on existing assets-has declined.	Personal savings are increasing.	contradiction	100
7186	Vishnu's wife Lakshmi is goddess of good fortune.	Lakshmi is Vishnu's wife, and the goddess of good fortune.	entailment	100
7187	okay what types of music do you like to listen to	what kind of music do you like?	entailment	100
7188	Hardly catering to locals, Universal Citys Cityalk attempts to snag tourist dollars with its extensive collection of retail wonders, including magic shops, toy stores, sports shops, and a host of science fiction memorabilia.	Locals aren't the primary target of the many magic shops, toy stores, and sports shops.	entailment	97
7189	so are can i just ask you are you Canadian	Are you from Canada?	entailment	100
7190	The policy succeeded, and I was fortunate to have had the opportunity to make that contribution to my people.	I am fortunate to have had the opportunity to make a difference to my people.	entailment	100
7191	36 million could mean the state's legal services for the poor will lose six of their 21 regional offices, the head of a poverty-law resource center said.	LSC could lose 80% of their funding.	contradiction	0
7192	But the arguments that it would do harm seem unpersuasive.	The people did not worry about the amount of harm it could do. 	neutral	16
7193	defiantly if you live in an apartment right	If you live in apartment, defiantly, right?	entailment	100
7194	uh unemployment runs approximately six percent	The rate of unemployment is about six percent	entailment	100
7195	Agencies may perform the analyses required by sections 603 and 604 in conjunction with or as part of any other agenda or analysis required by other law if such other analysis satisfies the provisions of these sections.	There are many times when the agencies have gotten in trouble.	neutral	100
7196	He felt the off-hand dagger's weight in the small of his back.	The knife was poking into his back.	neutral	10
7197	These men had never seen rain before, Jon realized.	The rain was a novelty to the men.	entailment	38
7198	But although the 60 Minutes producer is played by the star (Pacino grandstands, but not to the point of distraction), Bergman's story doesn't have the same primal force.	Pacino is great in the movie.	neutral	93
7199	And who should decide?	We do not have to worry about who should make the decision.	contradiction	100
7200	With dark eyes and eyelashes she would have been a beauty. 	There was nothing that could be done to make her beautiful, not even darker eyes.	contradiction	100
7201	This having come to his stepmother's ears, she taxed him with it on the afternoon before her death, and a quarrel ensued, part of which was overheard. 	He felt guilty for the rest of his life for the last words he spoke to her before her death.	neutral	100
7202	Marilyn Manson is darker, more serious, and more vicious than Alice Cooper was.	Marilyn Manson and Alice Cooper are some of the nicest people around.	contradiction	100
7203	Because of limited resources, local legal services programs are forced to turn away tens of thousands of people with critical legal problems.	Local services programs only turn a few dozen people away as a result of lacking resources.	contradiction	100
7204	you know even even into major things just to keep our car longer because i don't think we get the money that we put into them out of them in two years or three years and of course i was never in a position where i could trade my car off every two years	I have never been able to trade my car off every couple of years.	entailment	100
7205	The chain wielder smiled at her.	The chain wielder was smiling.	entailment	100
7206	As black as it is, Heathers has the same theme as the Ringwald/Cusack movies.	Heathers was a wonderful dark comedy 	neutral	99
7207	Perhaps tax reform doesn't appeal to the new spiritualized side of Bradley.	Bradley don't have spiritual beliefs.	contradiction	100
7208	That's the second time you've made that sort of remark.	You haven't remarked on the situation at all.	contradiction	100
7209	Then he sobered.	He had sobered up.	entailment	100
7210	It's thought he used the same architect who worked on the Taj Mahal.	In reality, he did not use the Taj Mahal's architect.	neutral	100
7211	yeah i was in Peru Peru but um i there weren't as i recall or at least i wasn't aware of that many Americans there except for a very heavy concentration of Peace Corps volunteers this was when the Peace Corps first are started and it was one of the big targets	I was an outsider looking in, a foreigner peering through a window.	neutral	16
7212	The city plans to build a community center for Lincoln Place and a future fire station on the site.	The site will be used to build a football stadium and a gas station.	contradiction	100
7213	For an authentic feel of old Portugal, slip into the cool entrance hall of theimpressive Leal Senado ( Loyal Senate building), a fine example of colonial architecture.	All that remains of  Leal Senado is old ruins.	contradiction	100
7214	It is nice to be reminded that people remember.	No one cared or remembered.	contradiction	100
7215	Ickes apparently made calls to donors from his government office, but there is no evidence so far that anyone else solicited funds in a federal building.	There is no evidence that anyone except Ickes solicited donations from the federal building.	entailment	74
7216	Trump, who said he would decide by March whether to run for president, would likely spend $100 million to $200 million of his own money on a campaign.	In March, Trump decided that he was not suited to run for President.	neutral	2
7217	Working for Philip Morris isn't like defending an indigent murderer in a death penalty appeal.	Working for a cigarette manufacturer is different from criminal appeals. 	entailment	22
7218	Also, the Holy Family are said to have sheltered here on their return from Egypt.	It has never been suggested that the Holy Family ever spent any time here. 	contradiction	100
7219	Base year data will be actual receipt and outlay data for the last completed fiscal year	Base year data will give important economic information.	entailment	0
7220	These men had never seen rain before, Jon realized.	The men had lived in the desert.	neutral	100
7221	The much-previewed profile of Michael Huffington reveals that he is--surprise, surprise--gay.	Michael Huffington has gone to great lengths in order to conceal his sexuality.	neutral	100
7222	Then I considered.	Then, I thought if I should accepted to go with him.	neutral	100
7223	The city was founded in the third millennium b.c. on the north shore of the bay, and reached a peak during the tenth century b.c. , when it was one of the most important cities in the Ionian Federation the poet Homer was born in S myrna during this period.	It was one of the most important cities due to its natural resources.	neutral	100
7224	Possibly three months."	Maybe three months. 	entailment	100
7225	Why, when I was your age, I already had...."  Dave wasn't listening any longer.	The conversation was one Dave had heard hundreds of times. 	neutral	20
7226	The church of Panagia Theoskepastos houses a fine 14th-century icon, and the Catholic Cathedral has a tenth-century Madonna and Child.	The Catholic Cathedral was looted and then later burned; it now lies empty and ruined.	contradiction	77
7227	oh i've never itemized yet	I always itemize.	contradiction	100
7228	Pearl Jam detractors still can't stand singer Eddie  They say he's unbearably self-important and limits the group's appeal by refusing to sell out and make videos.	Some people are annoyed by the singer from Pearl Jam.	entailment	100
7229	In April 1453 the Sultan's armies massed outside the city walls, outnumbering the Byzantines ten to one.	There were ten times as many of the Sultan's armies than Byzantines.	entailment	100
7230	To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.	He lightly pressed blood from a pain onto the carcass.	entailment	93
7231	Dinosaurs poked around the remains; twitchy little scavengers, fighting over scraps.	Dinosaurs had survived and were trying to eat.	entailment	1
7232	audits and other reviews, including those showing deficiencies and recommendations reported by auditors and others who evaluate agencies' operations, (2) determine proper actions in response to findings and recommendations from audits and reviews, and (3) complete, within established time frames, all actions that correct or otherwise resolve the matters brought to management's attention.	Deficiencies and recommendations reported by auditors are examples of other reviews.	entailment	100
7233	There are also ferries to Discovery Bay.	The ferries to Discovery Bay are expensive.	neutral	100
7234	Pro-choicers point out that these close-up images literally cut the fetus's context--the woman--out of the picture.	Pro-choices say the close-up images are unfair.	entailment	8
7235	Mack Lee, Body Servant of General Robert E. Lee Through the Civil War , published in 1918.	The book was first drafted in early 1915.	neutral	9
7236	Two is enough for a secret.	Both people are dedicated to keeping the secret.	neutral	99
7237	Further, given the dynamic environment agencies face, employees need incentives, training, and support to help them continually learn and adapt.	Over time agencies faced rigid environments where nothing changed.	contradiction	100
7238	The final aim of screening must be improved outcomes through referral and counseling.	Screening needs to make sure all alcoholics get into treatment.	neutral	100
7239	'Best we could hope for.'	We hoped.	entailment	100
7240	yeah uh-huh yeah it's one of the things uh if you read in the newspapers and stuff he's the critics really like it or they really don't	 The critics either like or really dislike that one but I liked it 	neutral	100
7241	He pointed at his bald head.	He lost all of his hair in a fire.	neutral	99
7242	But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.	There is likely going to be another recession soon.	neutral	2
7243	Troyes is also a center for shopping, with two outlet centers selling both French and international designer-name fashions and home accessories.	There are three outlet centers in Troyes, all of which sell only French fashions.	contradiction	100
7244	In the depths of the Cold War, many Americans suspected Communists had infiltrated Washington and were about to subvert our democracy.	Communists messed with American democracy during the Cold War.	neutral	0
7245	San'doro's blood ran over Stark's blade and into Stark's other cupped hand.	Stark did not cup a hand to catch San'doro's blood.	contradiction	100
7246	Acute Bronchitis Upper Respiratory Symptoms Lower Respiratory Symptoms Work Loss Days Minor Restricted Activity Days (minus asthma attacks)	Acute bronchitis can lead to loss of work days.	entailment	100
7247	Dan Burton, in an appearance on Good Morning, America , said he had sent a letter to Attorney General Janet Reno urging her to have the FBI seize the Kuhn paperback immediately so it can be examined by its own labs.	Dan Burton was the 500th guest on Good Morning, America.	neutral	100
7248	Gore has been Clinton's lackey for more than six years.	Gore has been away from Clinton for six years.	contradiction	32
7249	Of how, when tea was done, and everyone had stood,He reached for my head, put his hands over it,And gently pulled me to his chest, which smelledOf dung smoke and cinnamon and mutton grease.I could hear his wheezy breathing now, like the prophet's Last whispered word repeated by the faithful.Then he prayed for what no one had time to translate--His son interrupted the old man to tell him a groupOf snake charmers sought his blessing, and a blind thief.The saint pushed me away, took one long look,Then straightened my collar and nodded me toward the door.	When tea was done, he took his hands off me.	contradiction	92
7250	To address these concerns, we supplement our Base Estimate of benefits with a series of sensitivity calculations that make use of other sources of concentration-response and valuation data for key benefits categories.	Supplemental data is less accurate than primary data.	neutral	100
7251	How did this man know?	The man knew something.	entailment	94
7252	Normally, these discussions are kept secret.	In usual circumstances, what is said is not to be shared..	entailment	100
7253	A stable funding level not only supports GAO's strong return on investment of $57 for every $1 spent, it creates the environment necessary to recruit, retain, compensate, train and motivate a strong and capable workforce.	This is one of the highest returns on investment out of all the government agencies.	neutral	100
7254	Summary of Deferred Maintenance as of September 30, 199Z (in Millions of Dollars):	There was no deferred maintenance.	contradiction	100
7255	I'm not sentimental, you know." She paused.	Everyone thinks she's sentimental. 	neutral	37
7256	There's one thing, he thought to himself, "they can't go on shooting.	He thought to himself that they can continue shooting.	contradiction	100
7257	um-hum yes i was amazed we spent the only time we played on our trip was in Douglas Arizona and uh that was just	We spent a lot of time in Douglas, Arizona during our trip.	neutral	0
